2 qid:1 1:1 2:1 3:1 4:1
2 qid:1 1:1 2:1 3:1 4:1
2 qid:1 1:1 2:1 3:1 4:1
2 qid:1 1:1 2:1 3:1 4:1
2 qid:1 1:1 2:1 3:1 4:1
2 qid:1 1:1 2:1 3:1 4:1
2 qid:1 1:1 2:1 3:2 4:2
2 qid:1 1:1 2:1 3:1 4:2
2 qid:1 1:1 2:1 3:1 4:2
2 qid:1 1:1 2:1 3:1 4:2
2 qid:1 1:1 2:1 3:1 4:2
2 qid:1 1:1 2:1 3:1 4:2
2 qid:1 1:1 2:1 3:1 4:3
2 qid:1 1:1 2:1 3:1 4:3
2 qid:1 1:1 2:1 3:1 4:3
2 qid:1 1:1 2:1 3:1 4:3
2 qid:1 1:1 2:1 3:1 4:3
2 qid:1 1:1 2:1 3:1 4:3
2 qid:1 1:1 2:1 3:1 4:4
2 qid:1 1:1 2:1 3:1 4:4
2 qid:1 1:1 2:1 3:1 4:4
2 qid:1 1:1 2:1 3:1 4:4
2 qid:1 1:1 2:1 3:1 4:4
2 qid:1 1:1 2:1 3:1 4:4
2 qid:1 1:1 2:1 3:1 4:5
2 qid:1 1:1 2:1 3:1 4:5
2 qid:1 1:1 2:1 3:1 4:5
2 qid:1 1:1 2:1 3:1 4:5
2 qid:1 1:1 2:1 3:1 4:5
2 qid:1 1:1 2:1 3:1 4:5
2 qid:1 1:1 2:1 3:1 4:6
2 qid:1 1:1 2:1 3:1 4:6
2 qid:1 1:1 2:1 3:1 4:6
2 qid:1 1:1 2:1 3:1 4:6
2 qid:1 1:1 2:1 3:1 4:6
2 qid:1 1:1 2:1 3:1 4:6
2 qid:1 1:1 2:1 3:1 4:7
2 qid:1 1:1 2:1 3:1 4:7
2 qid:1 1:1 2:1 3:1 4:7
2 qid:1 1:1 2:1 3:1 4:7
2 qid:1 1:1 2:1 3:1 4:7
2 qid:1 1:1 2:1 3:1 4:7
2 qid:1 1:1 2:1 3:1 4:8
2 qid:1 1:1 2:1 3:2 4:8
2 qid:1 1:1 2:1 3:1 4:8
2 qid:1 1:1 2:1 3:2 4:8
2 qid:1 1:1 2:1 3:1 4:8
2 qid:1 1:1 2:1 3:1 4:8
2 qid:1 1:1 2:1 3:2 4:9
2 qid:1 1:1 2:1 3:2 4:9
2 qid:1 1:1 2:1 3:1 4:9
2 qid:1 1:1 2:1 3:1 4:9
2 qid:1 1:1 2:1 3:1 4:9
2 qid:1 1:1 2:1 3:1 4:9
2 qid:1 1:1 2:1 3:1 4:10
2 qid:1 1:1 2:1 3:1 4:10
2 qid:1 1:1 2:1 3:1 4:10
2 qid:1 1:2 2:1 3:2 4:10
2 qid:1 1:1 2:1 3:2 4:10
1 qid:1 1:1 2:1 3:1 4:10
1 qid:1 1:1 2:1 3:1 4:11
1 qid:1 1:1 2:1 3:1 4:11
1 qid:1 1:1 2:1 3:1 4:11
1 qid:1 1:1 2:1 3:1 4:11
1 qid:1 1:1 2:1 3:1 4:11
1 qid:1 1:1 2:1 3:1 4:11
1 qid:1 1:1 2:1 3:1 4:12
1 qid:1 1:1 2:1 3:1 4:12
1 qid:1 1:1 2:1 3:1 4:12
1 qid:1 1:1 2:1 3:1 4:12
1 qid:1 1:1 2:1 3:1 4:12
1 qid:1 1:1 2:1 3:1 4:12
1 qid:1 1:1 2:1 3:1 4:13
1 qid:1 1:1 2:1 3:1 4:13
1 qid:1 1:1 2:1 3:1 4:13
1 qid:1 1:1 2:1 3:1 4:13
1 qid:1 1:1 2:1 3:1 4:13
1 qid:1 1:1 2:1 3:1 4:13
1 qid:1 1:1 2:1 3:1 4:14
1 qid:1 1:1 2:1 3:1 4:14
1 qid:1 1:1 2:1 3:1 4:14
1 qid:1 1:1 2:1 3:1 4:14
1 qid:1 1:1 2:1 3:1 4:14
1 qid:1 1:1 2:1 3:1 4:14
1 qid:1 1:1 2:1 3:1 4:15
1 qid:1 1:1 2:1 3:1 4:15
2 qid:1 1:1 2:1 3:1 4:15
2 qid:1 1:1 2:1 3:2 4:15
2 qid:1 1:1 2:1 3:1 4:15
2 qid:1 1:1 2:1 3:1 4:15
2 qid:1 1:1 2:1 3:1 4:16
2 qid:1 1:1 2:1 3:1 4:16
2 qid:1 1:1 2:1 3:1 4:16
2 qid:1 1:1 2:1 3:1 4:16
2 qid:1 1:1 2:1 3:1 4:16
2 qid:1 1:1 2:1 3:1 4:16
2 qid:1 1:1 2:1 3:1 4:17
2 qid:1 1:1 2:1 3:1 4:17
2 qid:1 1:1 2:1 3:1 4:17
2 qid:1 1:1 2:1 3:1 4:17
2 qid:1 1:1 2:1 3:1 4:17
2 qid:1 1:1 2:1 3:1 4:17
2 qid:1 1:1 2:1 3:1 4:18
2 qid:1 1:1 2:1 3:1 4:18
2 qid:1 1:1 2:1 3:1 4:18
2 qid:1 1:1 2:1 3:1 4:18
2 qid:1 1:1 2:1 3:2 4:18
2 qid:1 1:1 2:1 3:2 4:18
2 qid:1 1:1 2:1 3:2 4:19
2 qid:1 1:1 2:1 3:2 4:19
2 qid:1 1:1 2:1 3:2 4:19
2 qid:1 1:2 2:1 3:2 4:19
2 qid:1 1:1 2:1 3:2 4:19
2 qid:1 1:1 2:1 3:1 4:19
2 qid:1 1:1 2:1 3:2 4:20
2 qid:1 1:1 2:1 3:1 4:20
2 qid:1 1:1 2:1 3:1 4:20
2 qid:1 1:1 2:1 3:1 4:20
2 qid:1 1:1 2:1 3:2 4:20
2 qid:1 1:1 2:1 3:1 4:20
2 qid:1 1:1 2:1 3:1 4:21
2 qid:1 1:1 2:1 3:1 4:21
2 qid:1 1:1 2:1 3:1 4:21
2 qid:1 1:1 2:1 3:1 4:21
2 qid:1 1:1 2:1 3:1 4:21
2 qid:1 1:1 2:1 3:1 4:21
2 qid:1 1:1 2:1 3:2 4:22
2 qid:1 1:1 2:1 3:1 4:22
2 qid:1 1:1 2:1 3:1 4:22
2 qid:1 1:1 2:1 3:1 4:22
2 qid:1 1:1 2:1 3:1 4:22
2 qid:1 1:1 2:1 3:1 4:22
2 qid:1 1:1 2:1 3:1 4:23
2 qid:1 1:1 2:1 3:1 4:23
2 qid:1 1:1 2:1 3:2 4:23
2 qid:1 1:1 2:1 3:2 4:23
2 qid:1 1:1 2:1 3:1 4:23
2 qid:1 1:1 2:1 3:1 4:23
2 qid:1 1:2 2:1 3:2 4:24
2 qid:1 1:2 2:1 3:1 4:24
2 qid:1 1:1 2:1 3:1 4:24
2 qid:1 1:1 2:1 3:2 4:24
2 qid:1 1:1 2:1 3:1 4:24
2 qid:1 1:1 2:1 3:1 4:24
2 qid:2 1:1 2:1 3:1 4:1
2 qid:2 1:1 2:1 3:1 4:1
2 qid:2 1:1 2:1 3:1 4:1
2 qid:2 1:1 2:1 3:1 4:1
2 qid:2 1:1 2:1 3:1 4:1
2 qid:2 1:1 2:1 3:1 4:1
2 qid:2 1:1 2:1 3:2 4:2
2 qid:2 1:1 2:1 3:1 4:2
2 qid:2 1:1 2:1 3:1 4:2
2 qid:2 1:1 2:1 3:1 4:2
2 qid:2 1:1 2:1 3:1 4:2
2 qid:2 1:1 2:1 3:1 4:2
2 qid:2 1:1 2:1 3:1 4:3
2 qid:2 1:1 2:1 3:1 4:3
2 qid:2 1:1 2:1 3:1 4:3
2 qid:2 1:1 2:1 3:1 4:3
2 qid:2 1:1 2:1 3:1 4:3
2 qid:2 1:1 2:1 3:1 4:3
2 qid:2 1:1 2:1 3:1 4:4
2 qid:2 1:1 2:1 3:1 4:4
2 qid:2 1:1 2:1 3:1 4:4
2 qid:2 1:1 2:1 3:1 4:4
2 qid:2 1:1 2:1 3:1 4:4
2 qid:2 1:1 2:1 3:1 4:4
2 qid:2 1:1 2:1 3:1 4:5
2 qid:2 1:1 2:1 3:1 4:5
2 qid:2 1:1 2:1 3:1 4:5
2 qid:2 1:1 2:1 3:1 4:5
2 qid:2 1:1 2:1 3:1 4:5
2 qid:2 1:1 2:1 3:1 4:5
2 qid:2 1:1 2:1 3:1 4:6
2 qid:2 1:1 2:1 3:1 4:6
2 qid:2 1:1 2:1 3:1 4:6
2 qid:2 1:1 2:1 3:1 4:6
2 qid:2 1:1 2:1 3:1 4:6
2 qid:2 1:1 2:1 3:1 4:6
2 qid:2 1:1 2:1 3:1 4:7
2 qid:2 1:1 2:1 3:1 4:7
2 qid:2 1:1 2:1 3:1 4:7
2 qid:2 1:1 2:1 3:1 4:7
2 qid:2 1:1 2:1 3:1 4:7
2 qid:2 1:1 2:1 3:1 4:7
2 qid:2 1:1 2:1 3:1 4:8
2 qid:2 1:1 2:1 3:1 4:8
2 qid:2 1:1 2:1 3:1 4:8
2 qid:2 1:1 2:1 3:1 4:8
2 qid:2 1:1 2:1 3:1 4:8
2 qid:2 1:1 2:1 3:2 4:8
2 qid:2 1:1 2:1 3:1 4:9
2 qid:2 1:1 2:1 3:1 4:9
2 qid:2 1:1 2:1 3:1 4:9
2 qid:2 1:1 2:1 3:2 4:9
2 qid:2 1:1 2:1 3:1 4:9
2 qid:2 1:1 2:1 3:2 4:9
2 qid:2 1:1 2:1 3:1 4:10
2 qid:2 1:1 2:1 3:1 4:10
2 qid:2 1:1 2:1 3:1 4:10
2 qid:2 1:1 2:1 3:1 4:10
2 qid:2 1:1 2:1 3:1 4:10
2 qid:2 1:1 2:1 3:1 4:10
2 qid:2 1:1 2:1 3:1 4:11
2 qid:2 1:1 2:1 3:1 4:11
1 qid:2 1:1 2:1 3:2 4:11
1 qid:2 1:1 2:1 3:1 4:11
1 qid:2 1:1 2:1 3:1 4:11
1 qid:2 1:1 2:1 3:1 4:11
1 qid:2 1:1 2:1 3:1 4:12
1 qid:2 1:1 2:1 3:1 4:12
1 qid:2 1:1 2:1 3:1 4:12
1 qid:2 1:1 2:1 3:1 4:12
1 qid:2 1:1 2:1 3:1 4:12
1 qid:2 1:1 2:1 3:1 4:12
1 qid:2 1:1 2:1 3:1 4:13
1 qid:2 1:1 2:1 3:1 4:13
1 qid:2 1:1 2:1 3:1 4:13
1 qid:2 1:1 2:1 3:1 4:13
1 qid:2 1:1 2:1 3:1 4:13
1 qid:2 1:1 2:1 3:1 4:13
1 qid:2 1:1 2:1 3:1 4:14
1 qid:2 1:1 2:1 3:1 4:14
1 qid:2 1:1 2:1 3:1 4:14
1 qid:2 1:1 2:1 3:1 4:14
1 qid:2 1:1 2:1 3:1 4:14
1 qid:2 1:1 2:1 3:1 4:14
1 qid:2 1:1 2:1 3:1 4:15
1 qid:2 1:1 2:1 3:1 4:15
1 qid:2 1:1 2:1 3:1 4:15
1 qid:2 1:1 2:1 3:1 4:15
1 qid:2 1:1 2:1 3:1 4:15
1 qid:2 1:1 2:1 3:1 4:15
1 qid:2 1:1 2:1 3:1 4:16
1 qid:2 1:1 2:1 3:1 4:16
1 qid:2 1:1 2:1 3:1 4:16
1 qid:2 1:1 2:1 3:1 4:16
1 qid:2 1:1 2:1 3:1 4:16
1 qid:2 1:1 2:1 3:1 4:16
1 qid:2 1:1 2:1 3:1 4:17
1 qid:2 1:1 2:1 3:1 4:17
1 qid:2 1:1 2:1 3:1 4:17
