timestamp, value
2013-07-28T02:03:45.900-07:00,0
2013-07-28T02:03:46.000-07:00,1
2013-07-28T02:03:46.100-07:00,0
2013-07-28T06:53:37.900-07:00,0
2013-07-28T06:53:38.000-07:00,1
2013-07-28T06:53:38.100-07:00,0
2013-07-28T06:53:54.900-07:00,0
2013-07-28T06:53:55.000-07:00,1
2013-07-28T06:53:55.100-07:00,0
2013-07-28T06:54:15.900-07:00,0
2013-07-28T06:54:16.000-07:00,1
2013-07-28T06:54:16.100-07:00,0
2013-07-28T08:26:17.900-07:00,0
2013-07-28T08:26:18.000-07:00,1
2013-07-28T08:26:18.100-07:00,0
2013-07-28T08:26:34.900-07:00,0
2013-07-28T08:26:35.000-07:00,1
2013-07-28T08:26:35.100-07:00,0
2013-07-28T08:27:15.900-07:00,0
2013-07-28T08:27:16.000-07:00,1
2013-07-28T08:27:16.100-07:00,0
2013-07-28T08:45:08.900-07:00,0
2013-07-28T08:45:09.000-07:00,1
2013-07-28T08:45:09.100-07:00,0
2013-07-28T08:45:26.900-07:00,0
2013-07-28T08:45:27.000-07:00,1
2013-07-28T08:45:27.100-07:00,0
2013-07-28T08:57:35.900-07:00,0
2013-07-28T08:57:36.000-07:00,1
2013-07-28T08:57:36.100-07:00,0
2013-07-28T09:03:01.900-07:00,0
2013-07-28T09:03:02.000-07:00,1
2013-07-28T09:03:02.100-07:00,0
2013-07-28T09:03:17.900-07:00,0
2013-07-28T09:03:18.000-07:00,1
2013-07-28T09:03:18.100-07:00,0
2013-07-28T09:03:42.900-07:00,0
2013-07-28T09:03:43.000-07:00,1
2013-07-28T09:03:43.100-07:00,0
2013-07-28T09:14:50.900-07:00,0
2013-07-28T09:14:51.000-07:00,1
2013-07-28T09:14:51.100-07:00,0
2013-07-28T09:15:08.900-07:00,0
2013-07-28T09:15:09.000-07:00,1
2013-07-28T09:15:09.100-07:00,0
2013-07-28T09:52:52.900-07:00,0
2013-07-28T09:52:53.000-07:00,1
2013-07-28T09:52:53.100-07:00,0
2013-07-28T09:53:09.900-07:00,0
2013-07-28T09:53:10.000-07:00,1
2013-07-28T09:53:10.100-07:00,0
2013-07-28T09:53:28.900-07:00,0
2013-07-28T09:53:29.000-07:00,1
2013-07-28T09:53:29.100-07:00,0
2013-07-28T09:53:44.900-07:00,0
2013-07-28T09:53:45.000-07:00,1
2013-07-28T09:53:45.100-07:00,0
2013-07-28T09:54:05.900-07:00,0
2013-07-28T09:54:06.000-07:00,1
2013-07-28T09:54:06.100-07:00,0
2013-07-28T09:54:21.900-07:00,0
2013-07-28T09:54:22.000-07:00,1
2013-07-28T09:54:22.100-07:00,0
2013-07-28T09:54:38.900-07:00,0
2013-07-28T09:54:39.000-07:00,1
2013-07-28T09:54:39.100-07:00,0
2013-07-28T09:54:56.900-07:00,0
2013-07-28T09:54:57.000-07:00,1
2013-07-28T09:54:57.100-07:00,0
2013-07-28T09:55:13.900-07:00,0
2013-07-28T09:55:14.000-07:00,1
2013-07-28T09:55:14.100-07:00,0
2013-07-28T09:55:30.900-07:00,0
2013-07-28T09:55:31.000-07:00,1
2013-07-28T09:55:31.100-07:00,0
2013-07-28T09:55:56.900-07:00,0
2013-07-28T09:55:57.000-07:00,1
2013-07-28T09:55:57.100-07:00,0
2013-07-28T09:56:13.900-07:00,0
2013-07-28T09:56:14.000-07:00,1
2013-07-28T09:56:14.100-07:00,0
2013-07-28T09:56:30.900-07:00,0
2013-07-28T09:56:31.000-07:00,1
2013-07-28T09:56:31.100-07:00,0
2013-07-28T09:56:52.900-07:00,0
2013-07-28T09:56:53.000-07:00,1
2013-07-28T09:56:53.100-07:00,0
2013-07-28T09:59:55.900-07:00,0
2013-07-28T09:59:56.000-07:00,1
2013-07-28T09:59:56.100-07:00,0
2013-07-28T10:00:11.900-07:00,0
2013-07-28T10:00:12.000-07:00,1
2013-07-28T10:00:12.100-07:00,0
2013-07-28T10:00:50.900-07:00,0
2013-07-28T10:00:51.000-07:00,1
2013-07-28T10:00:51.100-07:00,0
2013-07-28T11:00:29.900-07:00,0
2013-07-28T11:00:30.000-07:00,1
2013-07-28T11:00:30.100-07:00,0
2013-07-28T12:15:19.900-07:00,0
2013-07-28T12:15:20.000-07:00,1
2013-07-28T12:15:20.100-07:00,0
2013-07-28T12:30:30.900-07:00,0
2013-07-28T12:30:31.000-07:00,1
2013-07-28T12:30:31.100-07:00,0
2013-07-28T12:45:59.900-07:00,0
2013-07-28T12:46:00.000-07:00,1
2013-07-28T12:46:00.100-07:00,0
2013-07-28T12:50:56.900-07:00,0
2013-07-28T12:50:57.000-07:00,1
2013-07-28T12:50:57.100-07:00,0
2013-07-28T12:51:14.900-07:00,0
2013-07-28T12:51:15.000-07:00,1
2013-07-28T12:51:15.100-07:00,0
2013-07-28T12:51:37.900-07:00,0
2013-07-28T12:51:38.000-07:00,1
2013-07-28T12:51:38.100-07:00,0
2013-07-28T12:56:16.900-07:00,0
2013-07-28T12:56:17.000-07:00,1
2013-07-28T12:56:17.100-07:00,0
2013-07-28T12:56:33.900-07:00,0
2013-07-28T12:56:34.000-07:00,1
2013-07-28T12:56:34.100-07:00,0
2013-07-28T13:03:20.900-07:00,0
2013-07-28T13:03:21.000-07:00,1
2013-07-28T13:03:21.100-07:00,0
2013-07-28T13:10:32.900-07:00,0
2013-07-28T13:10:33.000-07:00,1
2013-07-28T13:10:33.100-07:00,0
2013-07-28T13:10:48.900-07:00,0
2013-07-28T13:10:49.000-07:00,1
2013-07-28T13:10:49.100-07:00,0
2013-07-28T13:11:04.900-07:00,0
2013-07-28T13:11:05.000-07:00,1
2013-07-28T13:11:05.100-07:00,0
2013-07-28T13:11:25.900-07:00,0
2013-07-28T13:11:26.000-07:00,1
2013-07-28T13:11:26.100-07:00,0
2013-07-28T13:13:50.900-07:00,0
2013-07-28T13:13:51.000-07:00,1
2013-07-28T13:13:51.100-07:00,0
2013-07-28T13:54:42.900-07:00,0
2013-07-28T13:54:43.000-07:00,1
2013-07-28T13:54:43.100-07:00,0
2013-07-28T14:32:21.900-07:00,0
2013-07-28T14:32:22.000-07:00,1
2013-07-28T14:32:22.100-07:00,0
2013-07-28T14:32:37.900-07:00,0
2013-07-28T14:32:38.000-07:00,1
2013-07-28T14:32:38.100-07:00,0
2013-07-28T14:32:53.900-07:00,0
2013-07-28T14:32:54.000-07:00,1
2013-07-28T14:32:54.100-07:00,0
2013-07-28T14:33:11.900-07:00,0
2013-07-28T14:33:12.000-07:00,1
2013-07-28T14:33:12.100-07:00,0
2013-07-28T15:04:24.900-07:00,0
2013-07-28T15:04:25.000-07:00,1
2013-07-28T15:04:25.100-07:00,0
2013-07-28T15:04:41.900-07:00,0
2013-07-28T15:04:42.000-07:00,1
2013-07-28T15:04:42.100-07:00,0
2013-07-28T15:13:27.900-07:00,0
2013-07-28T15:13:28.000-07:00,1
2013-07-28T15:13:28.100-07:00,0
2013-07-28T15:19:32.900-07:00,0
2013-07-28T15:19:33.000-07:00,1
2013-07-28T15:19:33.100-07:00,0
2013-07-28T15:43:02.900-07:00,0
2013-07-28T15:43:03.000-07:00,1
2013-07-28T15:43:03.100-07:00,0
2013-07-28T16:15:04.900-07:00,0
2013-07-28T16:15:05.000-07:00,1
2013-07-28T16:15:05.100-07:00,0
2013-07-28T16:16:34.900-07:00,0
2013-07-28T16:16:35.000-07:00,1
2013-07-28T16:16:35.100-07:00,0
2013-07-28T16:16:53.900-07:00,0
2013-07-28T16:16:54.000-07:00,1
2013-07-28T16:16:54.100-07:00,0
2013-07-28T17:29:36.900-07:00,0
2013-07-28T17:29:37.000-07:00,1
2013-07-28T17:29:37.100-07:00,0
2013-07-28T17:29:57.900-07:00,0
2013-07-28T17:29:58.000-07:00,1
2013-07-28T17:29:58.100-07:00,0
2013-07-28T17:30:14.900-07:00,0
2013-07-28T17:30:15.000-07:00,1
2013-07-28T17:30:15.100-07:00,0
2013-07-28T17:30:30.900-07:00,0
2013-07-28T17:30:31.000-07:00,1
2013-07-28T17:30:31.100-07:00,0
2013-07-28T17:30:48.900-07:00,0
2013-07-28T17:30:49.000-07:00,1
2013-07-28T17:30:49.100-07:00,0
2013-07-28T21:39:13.900-07:00,0
2013-07-28T21:39:14.000-07:00,1
2013-07-28T21:39:14.100-07:00,0
2013-07-28T22:05:21.900-07:00,0
2013-07-28T22:05:22.000-07:00,1
2013-07-28T22:05:22.100-07:00,0
2013-07-28T22:05:37.900-07:00,0
2013-07-28T22:05:38.000-07:00,1
2013-07-28T22:05:38.100-07:00,0
2013-07-28T22:05:56.900-07:00,0
2013-07-28T22:05:57.000-07:00,1
2013-07-28T22:05:57.100-07:00,0
