timestamp, value
2013-07-27T07:23:20.900-07:00,0
2013-07-27T07:23:21.000-07:00,1
2013-07-27T07:23:21.100-07:00,0
2013-07-27T07:23:52.900-07:00,0
2013-07-27T07:23:53.000-07:00,1
2013-07-27T07:23:53.100-07:00,0
2013-07-27T07:35:44.900-07:00,0
2013-07-27T07:35:45.000-07:00,1
2013-07-27T07:35:45.100-07:00,0
2013-07-27T07:39:07.900-07:00,0
2013-07-27T07:39:08.000-07:00,1
2013-07-27T07:39:08.100-07:00,0
2013-07-27T07:42:02.900-07:00,0
2013-07-27T07:42:03.000-07:00,1
2013-07-27T07:42:03.100-07:00,0
2013-07-27T07:42:20.900-07:00,0
2013-07-27T07:42:21.000-07:00,1
2013-07-27T07:42:21.100-07:00,0
2013-07-27T07:42:37.900-07:00,0
2013-07-27T07:42:38.000-07:00,1
2013-07-27T07:42:38.100-07:00,0
2013-07-27T07:42:56.900-07:00,0
2013-07-27T07:42:57.000-07:00,1
2013-07-27T07:42:57.100-07:00,0
2013-07-27T07:57:15.900-07:00,0
2013-07-27T07:57:16.000-07:00,1
2013-07-27T07:57:16.100-07:00,0
2013-07-27T08:01:26.900-07:00,0
2013-07-27T08:01:27.000-07:00,1
2013-07-27T08:01:27.100-07:00,0
2013-07-27T08:11:28.900-07:00,0
2013-07-27T08:11:29.000-07:00,1
2013-07-27T08:11:29.100-07:00,0
2013-07-27T09:45:19.900-07:00,0
2013-07-27T09:45:20.000-07:00,1
2013-07-27T09:45:20.100-07:00,0
2013-07-27T11:33:48.900-07:00,0
2013-07-27T11:33:49.000-07:00,1
2013-07-27T11:33:49.100-07:00,0
2013-07-27T11:38:22.900-07:00,0
2013-07-27T11:38:23.000-07:00,1
2013-07-27T11:38:23.100-07:00,0
2013-07-27T11:39:26.900-07:00,0
2013-07-27T11:39:27.000-07:00,1
2013-07-27T11:39:27.100-07:00,0
2013-07-27T11:39:47.900-07:00,0
2013-07-27T11:39:48.000-07:00,1
2013-07-27T11:39:48.100-07:00,0
2013-07-27T14:57:19.900-07:00,0
2013-07-27T14:57:20.000-07:00,1
2013-07-27T14:57:20.100-07:00,0
2013-07-27T15:27:06.900-07:00,0
2013-07-27T15:27:07.000-07:00,1
2013-07-27T15:27:07.100-07:00,0
2013-07-27T15:27:24.900-07:00,0
2013-07-27T15:27:25.000-07:00,1
2013-07-27T15:27:25.100-07:00,0
2013-07-27T15:27:41.900-07:00,0
2013-07-27T15:27:42.000-07:00,1
2013-07-27T15:27:42.100-07:00,0
2013-07-27T15:27:57.900-07:00,0
2013-07-27T15:27:58.000-07:00,1
2013-07-27T15:27:58.100-07:00,0
2013-07-27T15:30:49.900-07:00,0
2013-07-27T15:30:50.000-07:00,1
2013-07-27T15:30:50.100-07:00,0
2013-07-27T18:44:35.900-07:00,0
2013-07-27T18:44:36.000-07:00,1
2013-07-27T18:44:36.100-07:00,0
2013-07-27T18:44:52.900-07:00,0
2013-07-27T18:44:53.000-07:00,1
2013-07-27T18:44:53.100-07:00,0
2013-07-27T19:10:51.900-07:00,0
2013-07-27T19:10:52.000-07:00,1
2013-07-27T19:10:52.100-07:00,0
2013-07-27T19:11:07.900-07:00,0
2013-07-27T19:11:08.000-07:00,1
2013-07-27T19:11:08.100-07:00,0
2013-07-27T19:11:24.900-07:00,0
2013-07-27T19:11:25.000-07:00,1
2013-07-27T19:11:25.100-07:00,0
2013-07-27T19:11:41.900-07:00,0
2013-07-27T19:11:42.000-07:00,1
2013-07-27T19:11:42.100-07:00,0
2013-07-27T19:20:36.900-07:00,0
2013-07-27T19:20:37.000-07:00,1
2013-07-27T19:20:37.100-07:00,0
2013-07-27T22:47:56.900-07:00,0
2013-07-27T22:47:57.000-07:00,1
2013-07-27T22:47:57.100-07:00,0
2013-07-27T22:49:55.900-07:00,0
2013-07-27T22:49:56.000-07:00,1
2013-07-27T22:49:56.100-07:00,0
2013-07-27T22:50:14.900-07:00,0
2013-07-27T22:50:15.000-07:00,1
2013-07-27T22:50:15.100-07:00,0
2013-07-27T22:50:31.900-07:00,0
2013-07-27T22:50:32.000-07:00,1
2013-07-27T22:50:32.100-07:00,0
2013-07-27T23:22:05.900-07:00,0
2013-07-27T23:22:06.000-07:00,1
2013-07-27T23:22:06.100-07:00,0
2013-07-27T23:34:16.900-07:00,0
2013-07-27T23:34:17.000-07:00,1
2013-07-27T23:34:17.100-07:00,0
